message_id,date,emoji,reaction_type,count
3017,2022-08-26T13:22:22,😢,emoji,2
3027,2022-08-26T18:59:21,❤,emoji,11
3027,2022-08-26T18:59:21,😢,emoji,2
3029,2022-08-26T22:11:17,❤,emoji,10
3029,2022-08-26T22:11:17,👍,emoji,1
3029,2022-08-26T22:11:17,😢,emoji,1
3030,2022-08-26T23:42:52,❤,emoji,9
3030,2022-08-26T23:42:52,😢,emoji,2
3031,2022-08-27T12:50:02,❤,emoji,11
3031,2022-08-27T12:50:02,👍,emoji,2
3031,2022-08-27T12:50:02,😢,emoji,1
3041,2022-08-27T21:46:52,❤,emoji,10
3041,2022-08-27T21:46:52,😢,emoji,1
3042,2022-08-27T23:10:03,❤,emoji,9
3042,2022-08-27T23:10:03,😢,emoji,1
3043,2022-08-28T13:23:55,❤,emoji,10
3043,2022-08-28T13:23:55,😢,emoji,1
3053,2022-08-28T21:27:20,❤,emoji,14
3053,2022-08-28T21:27:20,👍,emoji,1
3053,2022-08-28T21:27:20,😢,emoji,1
3054,2022-08-28T22:32:21,❤,emoji,9
3054,2022-08-28T22:32:21,👍,emoji,1
3054,2022-08-28T22:32:21,😢,emoji,1
3055,2022-08-29T11:10:38,❤,emoji,9
3055,2022-08-29T11:10:38,👍,emoji,1
3055,2022-08-29T11:10:38,😢,emoji,1
3058,2022-08-29T15:38:12,❤,emoji,9
3058,2022-08-29T15:38:12,👍,emoji,1
3058,2022-08-29T15:38:12,😢,emoji,1
3059,2022-08-29T16:28:16,❤,emoji,9
3059,2022-08-29T16:28:16,😢,emoji,1
3060,2022-08-29T19:11:46,❤,emoji,9
3060,2022-08-29T19:11:46,😢,emoji,1
3061,2022-08-29T20:06:52,❤,emoji,9
3061,2022-08-29T20:06:52,😢,emoji,1
3062,2022-08-29T22:36:18,❤,emoji,10
3062,2022-08-29T22:36:18,😢,emoji,1
3063,2022-08-29T23:55:33,❤,emoji,10
3063,2022-08-29T23:55:33,😢,emoji,1
3064,2022-08-30T12:33:16,❤,emoji,11
3064,2022-08-30T12:33:16,😢,emoji,1
3074,2022-08-30T20:10:25,❤,emoji,8
3074,2022-08-30T20:10:25,🙏,emoji,2
3074,2022-08-30T20:10:25,😢,emoji,1
3075,2022-08-30T20:25:41,❤,emoji,9
3075,2022-08-30T20:25:41,👍,emoji,1
3075,2022-08-30T20:25:41,😢,emoji,1
3076,2022-08-30T21:57:22,❤,emoji,10
3076,2022-08-30T21:57:22,😢,emoji,1
3076,2022-08-30T21:57:22,🙏,emoji,1
3077,2022-08-30T23:21:20,❤,emoji,8
3077,2022-08-30T23:21:20,😢,emoji,1
3077,2022-08-30T23:21:20,🙏,emoji,1
3078,2022-08-31T12:35:13,❤,emoji,9
3078,2022-08-31T12:35:13,😢,emoji,1
3087,2022-08-31T19:53:48,❤,emoji,8
3087,2022-08-31T19:53:48,😢,emoji,1
3088,2022-08-31T22:42:01,❤,emoji,9
3088,2022-08-31T22:42:01,😢,emoji,1
3089,2022-09-01T00:08:11,❤,emoji,11
3089,2022-09-01T00:08:11,😢,emoji,1
3090,2022-09-01T00:57:35,❤,emoji,10
3090,2022-09-01T00:57:35,😢,emoji,1
3091,2022-09-01T07:58:09,❤,emoji,17
3091,2022-09-01T07:58:09,😢,emoji,1
3092,2022-09-01T09:48:04,❤,emoji,14
3092,2022-09-01T09:48:04,👍,emoji,2
3092,2022-09-01T09:48:04,😢,emoji,1
3093,2022-09-01T11:25:28,❤,emoji,10
3093,2022-09-01T11:25:28,👍,emoji,1
3093,2022-09-01T11:25:28,😢,emoji,1
3101,2022-09-01T12:01:22,❤,emoji,10
3101,2022-09-01T12:01:22,👍,emoji,1
3101,2022-09-01T12:01:22,😢,emoji,1
3109,2022-09-01T12:27:19,❤,emoji,12
3109,2022-09-01T12:27:19,😢,emoji,1
3114,2022-09-01T14:00:29,❤,emoji,10
3114,2022-09-01T14:00:29,😢,emoji,1
3114,2022-09-01T14:00:29,🙏,emoji,1
3115,2022-09-01T18:33:14,❤,emoji,8
3115,2022-09-01T18:33:14,👍,emoji,1
3115,2022-09-01T18:33:14,😢,emoji,1
3116,2022-09-01T22:07:36,❤,emoji,10
3116,2022-09-01T22:07:36,😢,emoji,1
3117,2022-09-02T00:06:34,❤,emoji,8
3117,2022-09-02T00:06:34,👍,emoji,2
3117,2022-09-02T00:06:34,😢,emoji,1
3118,2022-09-02T12:20:28,❤,emoji,8
3118,2022-09-02T12:20:28,😢,emoji,1
3119,2022-09-02T21:30:57,❤,emoji,11
3119,2022-09-02T21:30:57,👍,emoji,1
3119,2022-09-02T21:30:57,😢,emoji,1
3119,2022-09-02T21:30:57,🙏,emoji,1
3120,2022-09-02T22:55:46,❤,emoji,8
3120,2022-09-02T22:55:46,👍,emoji,2
3120,2022-09-02T22:55:46,😢,emoji,1
3121,2022-09-03T14:13:23,❤,emoji,8
3121,2022-09-03T14:13:23,😢,emoji,1
3131,2022-09-03T21:02:48,❤,emoji,9
3131,2022-09-03T21:02:48,😢,emoji,1
3132,2022-09-03T22:05:41,❤,emoji,7
3132,2022-09-03T22:05:41,👍,emoji,2
3132,2022-09-03T22:05:41,🙏,emoji,2
3132,2022-09-03T22:05:41,😢,emoji,1
3133,2022-09-04T12:39:58,❤,emoji,10
3133,2022-09-04T12:39:58,👍,emoji,2
3133,2022-09-04T12:39:58,😢,emoji,1
3143,2022-09-04T22:13:20,❤,emoji,10
3143,2022-09-04T22:13:20,😢,emoji,1
3144,2022-09-04T23:30:48,❤,emoji,9
3144,2022-09-04T23:30:48,😢,emoji,2
3145,2022-09-05T11:49:22,❤,emoji,9
3145,2022-09-05T11:49:22,👍,emoji,1
3145,2022-09-05T11:49:22,😢,emoji,1
3146,2022-09-05T17:10:49,❤,emoji,9
3146,2022-09-05T17:10:49,🙏,emoji,2
3146,2022-09-05T17:10:49,😢,emoji,1
3147,2022-09-05T22:01:27,❤,emoji,12
3147,2022-09-05T22:01:27,😢,emoji,1
3148,2022-09-05T23:38:40,❤,emoji,8
3148,2022-09-05T23:38:40,😢,emoji,1
3149,2022-09-06T14:18:57,❤,emoji,9
3149,2022-09-06T14:18:57,😢,emoji,3
3152,2022-09-06T19:36:50,❤,emoji,10
3152,2022-09-06T19:36:50,😢,emoji,1
3153,2022-09-06T20:46:15,❤,emoji,8
3153,2022-09-06T20:46:15,😢,emoji,1
3154,2022-09-06T23:05:27,❤,emoji,10
3154,2022-09-06T23:05:27,😢,emoji,1
3155,2022-09-07T00:49:27,❤,emoji,9
3155,2022-09-07T00:49:27,😢,emoji,1
3156,2022-09-07T09:24:04,❤,emoji,10
3156,2022-09-07T09:24:04,👍,emoji,1
3156,2022-09-07T09:24:04,😢,emoji,1
3158,2022-09-07T15:59:06,❤,emoji,11
3158,2022-09-07T15:59:06,🙏,emoji,1
3159,2022-09-07T16:21:11,❤,emoji,9
3159,2022-09-07T16:21:11,😢,emoji,1
3169,2022-09-07T22:20:23,❤,emoji,14
3169,2022-09-07T22:20:23,👍,emoji,3
3169,2022-09-07T22:20:23,😢,emoji,1
3170,2022-09-08T00:10:55,❤,emoji,10
3170,2022-09-08T00:10:55,👍,emoji,1
3170,2022-09-08T00:10:55,😢,emoji,1
3171,2022-09-08T14:00:42,❤,emoji,9
3171,2022-09-08T14:00:42,😢,emoji,1
3180,2022-09-08T18:15:20,❤,emoji,9
3180,2022-09-08T18:15:20,👍,emoji,2
3180,2022-09-08T18:15:20,😢,emoji,1
3181,2022-09-08T21:24:36,❤,emoji,21
3181,2022-09-08T21:24:36,👍,emoji,1
3181,2022-09-08T21:24:36,😢,emoji,1
3182,2022-09-08T22:00:41,❤,emoji,9
3182,2022-09-08T22:00:41,🙏,emoji,1
3183,2022-09-08T23:17:10,❤,emoji,8
3183,2022-09-08T23:17:10,🙏,emoji,1
3184,2022-09-09T10:00:02,❤,emoji,9
3184,2022-09-09T10:00:02,🙏,emoji,1
3185,2022-09-09T15:51:08,❤,emoji,10
3185,2022-09-09T15:51:08,😢,emoji,1
3186,2022-09-09T17:38:55,❤,emoji,9
3186,2022-09-09T17:38:55,😢,emoji,1
3187,2022-09-09T19:45:36,❤,emoji,10
3187,2022-09-09T19:45:36,😢,emoji,1
3188,2022-09-09T20:36:13,❤,emoji,10
3188,2022-09-09T20:36:13,😢,emoji,1
3189,2022-09-09T22:01:25,❤,emoji,12
3189,2022-09-09T22:01:25,😢,emoji,1
3190,2022-09-09T23:55:16,❤,emoji,11
3190,2022-09-09T23:55:16,👍,emoji,1
3190,2022-09-09T23:55:16,😢,emoji,1
3191,2022-09-10T15:53:37,❤,emoji,12
3191,2022-09-10T15:53:37,😢,emoji,1
3192,2022-09-10T18:24:31,❤,emoji,12
3192,2022-09-10T18:24:31,😢,emoji,1
3195,2022-09-10T21:21:03,❤,emoji,11
3195,2022-09-10T21:21:03,👍,emoji,1
3195,2022-09-10T21:21:03,😢,emoji,1
3196,2022-09-10T22:06:18,❤,emoji,11
3196,2022-09-10T22:06:18,😢,emoji,1
3197,2022-09-10T22:38:49,❤,emoji,10
3197,2022-09-10T22:38:49,😢,emoji,1
3198,2022-09-10T22:50:16,❤,emoji,9
3198,2022-09-10T22:50:16,👍,emoji,1
3198,2022-09-10T22:50:16,😢,emoji,1
3198,2022-09-10T22:50:16,🙏,emoji,1
3200,2022-09-10T23:42:56,❤,emoji,10
3200,2022-09-10T23:42:56,👍,emoji,1
3200,2022-09-10T23:42:56,😢,emoji,1
3201,2022-09-11T11:04:40,❤,emoji,17
3201,2022-09-11T11:04:40,👍,emoji,3
3201,2022-09-11T11:04:40,😢,emoji,1
3202,2022-09-11T21:40:44,❤,emoji,14
3202,2022-09-11T21:40:44,👍,emoji,1
3202,2022-09-11T21:40:44,😢,emoji,1
3203,2022-09-11T22:05:56,❤,emoji,61
3203,2022-09-11T22:05:56,👍,emoji,14
3203,2022-09-11T22:05:56,😢,emoji,3
3204,2022-09-12T00:31:16,❤,emoji,16
3204,2022-09-12T00:31:16,👍,emoji,2
3204,2022-09-12T00:31:16,😢,emoji,1
3205,2022-09-12T16:41:08,❤,emoji,12
3205,2022-09-12T16:41:08,👍,emoji,2
3205,2022-09-12T16:41:08,😢,emoji,1
3206,2022-09-12T19:45:27,❤,emoji,12
3206,2022-09-12T19:45:27,👍,emoji,5
3206,2022-09-12T19:45:27,😢,emoji,1
3207,2022-09-12T22:41:18,❤,emoji,11
3207,2022-09-12T22:41:18,😢,emoji,2
3208,2022-09-13T00:23:20,❤,emoji,11
3208,2022-09-13T00:23:20,👍,emoji,2
3208,2022-09-13T00:23:20,😢,emoji,2
3209,2022-09-13T12:45:29,❤,emoji,11
3209,2022-09-13T12:45:29,👍,emoji,2
3209,2022-09-13T12:45:29,😢,emoji,1
3210,2022-09-13T16:02:33,❤,emoji,14
3210,2022-09-13T16:02:33,😢,emoji,1
3211,2022-09-13T17:15:57,❤,emoji,14
3211,2022-09-13T17:15:57,👍,emoji,2
3211,2022-09-13T17:15:57,😢,emoji,2
3212,2022-09-13T19:11:02,❤,emoji,12
3212,2022-09-13T19:11:02,😢,emoji,2
3213,2022-09-13T20:33:21,❤,emoji,11
3213,2022-09-13T20:33:21,😢,emoji,3
3223,2022-09-13T21:59:24,❤,emoji,13
3223,2022-09-13T21:59:24,😢,emoji,2
3224,2022-09-13T23:31:04,❤,emoji,10
3224,2022-09-13T23:31:04,😢,emoji,1
3225,2022-09-14T13:18:26,❤,emoji,14
3225,2022-09-14T13:18:26,👍,emoji,1
3225,2022-09-14T13:18:26,😢,emoji,1
3225,2022-09-14T13:18:26,🙏,emoji,1
3235,2022-09-14T15:53:01,❤,emoji,12
3235,2022-09-14T15:53:01,👍,emoji,1
3235,2022-09-14T15:53:01,😢,emoji,1
3235,2022-09-14T15:53:01,🙏,emoji,1
3236,2022-09-14T16:29:46,❤,emoji,14
3236,2022-09-14T16:29:46,😢,emoji,3
3237,2022-09-14T18:59:58,❤,emoji,12
3237,2022-09-14T18:59:58,👍,emoji,3
3237,2022-09-14T18:59:58,😢,emoji,1
3243,2022-09-14T20:10:03,❤,emoji,10
3243,2022-09-14T20:10:03,😢,emoji,1
3244,2022-09-14T20:31:19,❤,emoji,12
3244,2022-09-14T20:31:19,👍,emoji,1
3244,2022-09-14T20:31:19,😢,emoji,1
3245,2022-09-15T01:39:55,👍,emoji,12
3245,2022-09-15T01:39:55,❤,emoji,8
3245,2022-09-15T01:39:55,😢,emoji,4
3246,2022-09-15T03:30:32,❤,emoji,11
3246,2022-09-15T03:30:32,😢,emoji,1
3247,2022-09-15T09:31:56,❤,emoji,15
3247,2022-09-15T09:31:56,🙏,emoji,3
3247,2022-09-15T09:31:56,😢,emoji,1
3249,2022-09-15T12:14:12,❤,emoji,11
3249,2022-09-15T12:14:12,👍,emoji,1
3249,2022-09-15T12:14:12,😢,emoji,1
3259,2022-09-15T16:10:17,❤,emoji,11
3259,2022-09-15T16:10:17,😢,emoji,1
3262,2022-09-15T17:41:47,❤,emoji,11
3262,2022-09-15T17:41:47,👍,emoji,3
3262,2022-09-15T17:41:47,😢,emoji,1
3263,2022-09-15T18:22:45,❤,emoji,13
3263,2022-09-15T18:22:45,😢,emoji,1
3265,2022-09-15T19:05:26,❤,emoji,10
3265,2022-09-15T19:05:26,😢,emoji,1
3266,2022-09-15T20:02:19,❤,emoji,13
3266,2022-09-15T20:02:19,👍,emoji,1
3266,2022-09-15T20:02:19,😢,emoji,1
3267,2022-09-15T23:30:10,❤,emoji,11
3267,2022-09-15T23:30:10,😢,emoji,1
3268,2022-09-16T00:44:22,❤,emoji,8
3268,2022-09-16T00:44:22,👍,emoji,3
3268,2022-09-16T00:44:22,😢,emoji,2
3269,2022-09-16T11:49:54,❤,emoji,8
3269,2022-09-16T11:49:54,👍,emoji,2
3269,2022-09-16T11:49:54,😢,emoji,1
3279,2022-09-16T17:16:12,😢,emoji,9
3279,2022-09-16T17:16:12,❤,emoji,3
3286,2022-09-16T18:10:00,❤,emoji,10
3286,2022-09-16T18:10:00,👍,emoji,1
3286,2022-09-16T18:10:00,😢,emoji,1
3287,2022-09-16T18:39:57,❤,emoji,11
3287,2022-09-16T18:39:57,👍,emoji,1
3287,2022-09-16T18:39:57,😢,emoji,1
3288,2022-09-16T22:27:11,❤,emoji,11
3288,2022-09-16T22:27:11,😢,emoji,1
3289,2022-09-16T23:36:54,❤,emoji,10
3289,2022-09-16T23:36:54,😢,emoji,1
3290,2022-09-17T11:28:17,❤,emoji,9
3290,2022-09-17T11:28:17,👍,emoji,1
3290,2022-09-17T11:28:17,😢,emoji,1
3299,2022-09-17T20:36:36,❤,emoji,9
3299,2022-09-17T20:36:36,🙏,emoji,2
3299,2022-09-17T20:36:36,👍,emoji,1
3299,2022-09-17T20:36:36,😢,emoji,1
3300,2022-09-17T21:38:58,❤,emoji,10
3300,2022-09-17T21:38:58,👍,emoji,2
3300,2022-09-17T21:38:58,😢,emoji,1
3300,2022-09-17T21:38:58,🙏,emoji,1
3301,2022-09-17T22:30:31,❤,emoji,9
3301,2022-09-17T22:30:31,👍,emoji,2
3301,2022-09-17T22:30:31,😢,emoji,1
3302,2022-09-18T13:42:09,❤,emoji,9
3302,2022-09-18T13:42:09,👍,emoji,1
3302,2022-09-18T13:42:09,😢,emoji,1
3311,2022-09-18T21:30:18,❤,emoji,13
3311,2022-09-18T21:30:18,😢,emoji,2
3311,2022-09-18T21:30:18,🙏,emoji,1
3312,2022-09-18T22:26:27,❤,emoji,9
3312,2022-09-18T22:26:27,🙏,emoji,2
3312,2022-09-18T22:26:27,👍,emoji,1
3312,2022-09-18T22:26:27,😢,emoji,1
3313,2022-09-19T09:38:00,❤,emoji,8
3313,2022-09-19T09:38:00,👍,emoji,6
3313,2022-09-19T09:38:00,😢,emoji,3
3317,2022-09-19T10:53:42,❤,emoji,9
3317,2022-09-19T10:53:42,😢,emoji,1
3319,2022-09-19T19:11:41,❤,emoji,9
3319,2022-09-19T19:11:41,👍,emoji,1
3319,2022-09-19T19:11:41,😢,emoji,1
3329,2022-09-19T19:57:41,❤,emoji,9
3329,2022-09-19T19:57:41,😢,emoji,1
3330,2022-09-19T20:48:16,❤,emoji,10
3330,2022-09-19T20:48:16,👍,emoji,1
3330,2022-09-19T20:48:16,😢,emoji,1
3331,2022-09-20T13:45:21,❤,emoji,12
3331,2022-09-20T13:45:21,😢,emoji,1
3339,2022-09-20T19:56:17,❤,emoji,9
3339,2022-09-20T19:56:17,👍,emoji,1
3339,2022-09-20T19:56:17,😢,emoji,1
3341,2022-09-20T21:48:01,❤,emoji,10
3341,2022-09-20T21:48:01,😢,emoji,1
3342,2022-09-21T00:25:47,❤,emoji,11
3342,2022-09-21T00:25:47,👍,emoji,1
3342,2022-09-21T00:25:47,😢,emoji,1
3342,2022-09-21T00:25:47,🙏,emoji,1
3343,2022-09-21T01:50:42,❤,emoji,8
3343,2022-09-21T01:50:42,😢,emoji,1
3344,2022-09-21T02:02:37,❤,emoji,9
3344,2022-09-21T02:02:37,👍,emoji,2
3344,2022-09-21T02:02:37,😢,emoji,1
3345,2022-09-21T18:56:35,❤,emoji,9
3345,2022-09-21T18:56:35,😢,emoji,1
3354,2022-09-22T01:11:38,❤,emoji,10
3354,2022-09-22T01:11:38,😢,emoji,1
3355,2022-09-22T01:31:08,❤,emoji,11
3355,2022-09-22T01:31:08,👍,emoji,2
3355,2022-09-22T01:31:08,🙏,emoji,1
3356,2022-09-22T01:55:42,❤,emoji,12
3356,2022-09-22T01:55:42,👍,emoji,1
3356,2022-09-22T01:55:42,😢,emoji,1
3356,2022-09-22T01:55:42,🙏,emoji,1
3357,2022-09-22T03:04:40,❤,emoji,10
3357,2022-09-22T03:04:40,👍,emoji,1
3357,2022-09-22T03:04:40,😢,emoji,1
3358,2022-09-22T11:18:50,❤,emoji,9
3358,2022-09-22T11:18:50,👍,emoji,1
3358,2022-09-22T11:18:50,😢,emoji,1
3359,2022-09-22T12:52:11,❤,emoji,10
3359,2022-09-22T12:52:11,👍,emoji,1
3359,2022-09-22T12:52:11,😢,emoji,1
3367,2022-09-22T17:03:01,❤,emoji,10
3367,2022-09-22T17:03:01,😢,emoji,1
3368,2022-09-22T19:05:43,❤,emoji,10
3368,2022-09-22T19:05:43,😢,emoji,1
3369,2022-09-22T20:01:00,❤,emoji,11
3369,2022-09-22T20:01:00,👍,emoji,1
3369,2022-09-22T20:01:00,😢,emoji,1
3370,2022-09-22T21:59:38,❤,emoji,16
3370,2022-09-22T21:59:38,👍,emoji,3
3370,2022-09-22T21:59:38,😢,emoji,3
3370,2022-09-22T21:59:38,🙏,emoji,2
3371,2022-09-22T23:59:29,❤,emoji,11
3371,2022-09-22T23:59:29,👍,emoji,1
3371,2022-09-22T23:59:29,😢,emoji,1
3372,2022-09-23T09:44:04,❤,emoji,13
3372,2022-09-23T09:44:04,😢,emoji,1
3373,2022-09-23T12:10:52,❤,emoji,13
3373,2022-09-23T12:10:52,👍,emoji,2
3373,2022-09-23T12:10:52,😢,emoji,1
3374,2022-09-23T14:29:19,❤,emoji,12
3374,2022-09-23T14:29:19,👍,emoji,1
3374,2022-09-23T14:29:19,😢,emoji,1
3375,2022-09-23T17:05:11,❤,emoji,13
3375,2022-09-23T17:05:11,👍,emoji,1
3375,2022-09-23T17:05:11,😢,emoji,1
3376,2022-09-23T22:56:57,❤,emoji,12
3376,2022-09-23T22:56:57,😢,emoji,1
3377,2022-09-24T01:15:09,❤,emoji,12
3377,2022-09-24T01:15:09,👍,emoji,1
3377,2022-09-24T01:15:09,😢,emoji,1
3378,2022-09-24T10:51:58,❤,emoji,11
3378,2022-09-24T10:51:58,👍,emoji,1
3378,2022-09-24T10:51:58,😢,emoji,1
3388,2022-09-24T15:54:58,❤,emoji,14
3388,2022-09-24T15:54:58,😢,emoji,1
3390,2022-09-24T21:49:14,❤,emoji,45
3390,2022-09-24T21:49:14,👍,emoji,6
3390,2022-09-24T21:49:14,😢,emoji,5
3392,2022-09-24T23:00:57,❤,emoji,13
3392,2022-09-24T23:00:57,👍,emoji,2
3392,2022-09-24T23:00:57,😢,emoji,2
3393,2022-09-25T11:23:13,❤,emoji,12
3393,2022-09-25T11:23:13,😢,emoji,1
3400,2022-09-25T22:56:49,❤,emoji,14
3400,2022-09-25T22:56:49,👍,emoji,3
3400,2022-09-25T22:56:49,😢,emoji,1
3401,2022-09-26T00:21:35,❤,emoji,12
3401,2022-09-26T00:21:35,😢,emoji,2
3402,2022-09-26T12:15:36,❤,emoji,11
3402,2022-09-26T12:15:36,😢,emoji,1
3403,2022-09-26T13:11:21,❤,emoji,14
3403,2022-09-26T13:11:21,😢,emoji,1
3413,2022-09-26T14:32:12,❤,emoji,9
3413,2022-09-26T14:32:12,👍,emoji,2
3413,2022-09-26T14:32:12,😢,emoji,1
3414,2022-09-26T22:21:25,❤,emoji,11
3414,2022-09-26T22:21:25,😢,emoji,1
3415,2022-09-26T23:32:21,❤,emoji,10
3415,2022-09-26T23:32:21,😢,emoji,1
3416,2022-09-27T12:33:38,❤,emoji,11
3416,2022-09-27T12:33:38,😢,emoji,1
3426,2022-09-27T17:51:26,❤,emoji,13
3426,2022-09-27T17:51:26,👍,emoji,2
3426,2022-09-27T17:51:26,😢,emoji,1
3427,2022-09-27T23:11:16,❤,emoji,11
3427,2022-09-27T23:11:16,👍,emoji,2
3427,2022-09-27T23:11:16,😢,emoji,1
3428,2022-09-27T23:38:23,❤,emoji,12
3428,2022-09-27T23:38:23,😢,emoji,1
3429,2022-09-28T00:46:25,❤,emoji,10
3429,2022-09-28T00:46:25,😢,emoji,1
3430,2022-09-28T00:54:16,❤,emoji,10
3430,2022-09-28T00:54:16,👍,emoji,1
3430,2022-09-28T00:54:16,😢,emoji,1
3431,2022-09-28T09:19:46,❤,emoji,12
3431,2022-09-28T09:19:46,😢,emoji,1
3432,2022-09-28T11:31:24,❤,emoji,12
3432,2022-09-28T11:31:24,😢,emoji,1
3433,2022-09-28T16:33:47,❤,emoji,11
3433,2022-09-28T16:33:47,👍,emoji,2
3433,2022-09-28T16:33:47,😢,emoji,1
3434,2022-09-28T18:31:12,❤,emoji,13
3434,2022-09-28T18:31:12,😢,emoji,1
3435,2022-09-28T20:25:38,❤,emoji,12
3435,2022-09-28T20:25:38,😢,emoji,1
3436,2022-09-28T20:43:53,❤,emoji,11
3436,2022-09-28T20:43:53,😢,emoji,2
3436,2022-09-28T20:43:53,👍,emoji,1
3437,2022-09-28T22:25:42,❤,emoji,29
3437,2022-09-28T22:25:42,😢,emoji,4
3437,2022-09-28T22:25:42,👍,emoji,2
3438,2022-09-28T23:00:45,❤,emoji,12
3438,2022-09-28T23:00:45,👍,emoji,1
3438,2022-09-28T23:00:45,😢,emoji,1
3439,2022-09-29T01:14:24,❤,emoji,11
3439,2022-09-29T01:14:24,😢,emoji,1
3440,2022-09-29T12:24:06,❤,emoji,11
3440,2022-09-29T12:24:06,😢,emoji,1
3441,2022-09-29T15:29:41,❤,emoji,12
3441,2022-09-29T15:29:41,👍,emoji,1
3441,2022-09-29T15:29:41,😢,emoji,1
3442,2022-09-29T17:21:01,❤,emoji,12
3442,2022-09-29T17:21:01,👍,emoji,1
3442,2022-09-29T17:21:01,😢,emoji,1
3443,2022-09-29T19:03:24,❤,emoji,17
3443,2022-09-29T19:03:24,👍,emoji,2
3443,2022-09-29T19:03:24,😢,emoji,1
3443,2022-09-29T19:03:24,🙏,emoji,1
3445,2022-09-29T20:06:07,❤,emoji,37
3445,2022-09-29T20:06:07,😢,emoji,8
3445,2022-09-29T20:06:07,👍,emoji,5
3445,2022-09-29T20:06:07,🙏,emoji,2
3446,2022-09-29T21:54:17,❤,emoji,23
3446,2022-09-29T21:54:17,😢,emoji,7
3446,2022-09-29T21:54:17,👍,emoji,2
3446,2022-09-29T21:54:17,🙏,emoji,1
3447,2022-09-29T22:26:50,❤,emoji,12
3447,2022-09-29T22:26:50,👍,emoji,2
3447,2022-09-29T22:26:50,😢,emoji,1
3447,2022-09-29T22:26:50,🙏,emoji,1
3448,2022-09-29T23:17:22,❤,emoji,11
3448,2022-09-29T23:17:22,😢,emoji,2
3449,2022-09-30T11:24:02,❤,emoji,11
3449,2022-09-30T11:24:02,👍,emoji,2
3449,2022-09-30T11:24:02,😢,emoji,1
3459,2022-09-30T12:51:47,❤,emoji,12
3459,2022-09-30T12:51:47,😢,emoji,2
3459,2022-09-30T12:51:47,👍,emoji,1
3460,2022-09-30T13:11:16,❤,emoji,14
3460,2022-09-30T13:11:16,👍,emoji,3
3460,2022-09-30T13:11:16,😢,emoji,1
3461,2022-09-30T16:58:08,❤,emoji,14
3461,2022-09-30T16:58:08,🙏,emoji,2
3461,2022-09-30T16:58:08,😢,emoji,1
3462,2022-09-30T17:25:21,❤,emoji,13
3462,2022-09-30T17:25:21,👍,emoji,3
3462,2022-09-30T17:25:21,😢,emoji,2
3463,2022-09-30T18:23:41,❤,emoji,12
3463,2022-09-30T18:23:41,😢,emoji,1
3464,2022-09-30T18:36:56,❤,emoji,11
3464,2022-09-30T18:36:56,😢,emoji,1
3465,2022-09-30T20:23:01,❤,emoji,12
3465,2022-09-30T20:23:01,😢,emoji,1
3466,2022-09-30T21:30:14,❤,emoji,13
3466,2022-09-30T21:30:14,👍,emoji,1
3466,2022-09-30T21:30:14,😢,emoji,1
3467,2022-09-30T22:23:34,❤,emoji,12
3467,2022-09-30T22:23:34,👍,emoji,2
3467,2022-09-30T22:23:34,😢,emoji,1
3468,2022-10-01T13:16:56,❤,emoji,13
3468,2022-10-01T13:16:56,😢,emoji,1
3478,2022-10-01T21:19:48,❤,emoji,14
3478,2022-10-01T21:19:48,🙏,emoji,3
3478,2022-10-01T21:19:48,😢,emoji,2
3478,2022-10-01T21:19:48,👍,emoji,1
3479,2022-10-01T22:39:55,❤,emoji,11
3479,2022-10-01T22:39:55,😢,emoji,1
3480,2022-10-02T11:49:05,❤,emoji,10
3480,2022-10-02T11:49:05,😢,emoji,1
3490,2022-10-02T13:00:12,❤,emoji,20
3491,2022-10-02T17:57:32,❤,emoji,12
3491,2022-10-02T17:57:32,😢,emoji,1
3492,2022-10-02T18:16:24,❤,emoji,13
3492,2022-10-02T18:16:24,😢,emoji,2
3493,2022-10-02T22:49:32,❤,emoji,13
3493,2022-10-02T22:49:32,😢,emoji,2
3494,2022-10-03T00:30:38,❤,emoji,13
3494,2022-10-03T00:30:38,😢,emoji,2
3495,2022-10-03T14:09:02,❤,emoji,11
3495,2022-10-03T14:09:02,😢,emoji,2
3495,2022-10-03T14:09:02,👍,emoji,1
3505,2022-10-03T19:06:40,❤,emoji,14
3505,2022-10-03T19:06:40,😢,emoji,2
3511,2022-10-03T20:59:03,❤,emoji,15
3511,2022-10-03T20:59:03,😢,emoji,2
3511,2022-10-03T20:59:03,🙏,emoji,1
3512,2022-10-03T23:27:09,❤,emoji,13
3512,2022-10-03T23:27:09,😢,emoji,2
3512,2022-10-03T23:27:09,👍,emoji,1
3513,2022-10-04T00:51:33,❤,emoji,12
3513,2022-10-04T00:51:33,😢,emoji,2
3513,2022-10-04T00:51:33,👍,emoji,1
3514,2022-10-04T12:27:35,❤,emoji,11
3514,2022-10-04T12:27:35,😢,emoji,2
3514,2022-10-04T12:27:35,👍,emoji,1
3524,2022-10-04T18:28:01,❤,emoji,10
3524,2022-10-04T18:28:01,😢,emoji,1
3525,2022-10-04T20:26:53,❤,emoji,10
3525,2022-10-04T20:26:53,👍,emoji,1
3525,2022-10-04T20:26:53,😢,emoji,1
3526,2022-10-04T21:56:20,❤,emoji,9
3526,2022-10-04T21:56:20,👍,emoji,2
3526,2022-10-04T21:56:20,😢,emoji,1
3527,2022-10-04T22:25:00,❤,emoji,13
3527,2022-10-04T22:25:00,😢,emoji,1
3528,2022-10-04T23:52:45,❤,emoji,10
